district_name,num_transactions,transaction_amount_rupees,year,state_name,quarter
aizawl district,93369,238637352.52940086,2020,mizoram,2
lunglei district,27260,60375778.328148104,2020,mizoram,2
mamit district,15352,24755549.964956302,2020,mizoram,2
lawngtlai district,22369,44085859.538810775,2020,mizoram,2
kolasib district,14432,29350410.444769997,2020,mizoram,2
champhai district,8480,20817381.347150296,2020,mizoram,2
saiha district,6775,19711305.598098427,2020,mizoram,2
serchhip district,10351,25197852.93925553,2020,mizoram,3
aizawl district,136460,413175918.97011656,2020,mizoram,3
lunglei district,30971,83270436.83501583,2020,mizoram,3
mamit district,17199,28176447.030524082,2020,mizoram,3
lawngtlai district,25540,62210090.16784428,2020,mizoram,3
kolasib district,15789,35985260.690991834,2020,mizoram,3
champhai district,11286,35131298.73356742,2020,mizoram,3
saiha district,7107,24796870.137284856,2020,mizoram,3
serchhip district,14804,39531569.17092189,2020,mizoram,4
aizawl district,166039,532069401.3249176,2020,mizoram,4
lunglei district,41847,117007241.0363552,2020,mizoram,4
mamit district,21383,48253980.828914225,2020,mizoram,4
lawngtlai district,32803,102209937.65580332,2020,mizoram,4
kolasib district,21149,56473537.93676706,2020,mizoram,4
champhai district,15587,50140873.98671983,2020,mizoram,4
saiha district,8995,40835573.753559604,2020,mizoram,4
serchhip district,691,1729998.4078016216,2018,mizoram,1
aizawl district,12006,27918980.947612707,2018,mizoram,1
lunglei district,1604,2350555.3184242332,2018,mizoram,1
mamit district,1133,5729263.410353888,2018,mizoram,1
lawngtlai district,735,547180.2110017058,2018,mizoram,1
kolasib district,1457,3891685.392413744,2018,mizoram,1
champhai district,453,871005.7153709702,2018,mizoram,1
saiha district,482,2188550.572811981,2018,mizoram,1
serchhip district,1237,3831939.5692156893,2018,mizoram,2
aizawl district,16353,48340497.162337765,2018,mizoram,2
lunglei district,3249,6814747.054434758,2018,mizoram,2
mamit district,1813,10477582.990376014,2018,mizoram,2
lawngtlai district,627,1375226.7520610169,2018,mizoram,2
kolasib district,2092,5117340.437229811,2018,mizoram,2
champhai district,834,2204311.92373675,2018,mizoram,2
saiha district,846,5346759.668342534,2018,mizoram,2
serchhip district,2133,6572902.580575922,2018,mizoram,3
aizawl district,24199,72031541.21772185,2018,mizoram,3
lunglei district,4716,12189472.093972277,2018,mizoram,3
mamit district,2247,5446959.531490731,2018,mizoram,3
lawngtlai district,1231,3422241.331497662,2018,mizoram,3
kolasib district,2631,6563816.625400645,2018,mizoram,3
champhai district,1099,4369317.524420092,2018,mizoram,3
saiha district,1060,6004487.220311114,2018,mizoram,3
serchhip district,2830,9311124.6379363,2018,mizoram,4
aizawl district,31828,114757156.94931006,2018,mizoram,4
lunglei district,6349,20867419.800037555,2018,mizoram,4
mamit district,4168,12100776.511940831,2018,mizoram,4
lawngtlai district,2341,5862745.984908307,2018,mizoram,4
kolasib district,4701,13882638.975375153,2018,mizoram,4
champhai district,1726,6092672.776851988,2018,mizoram,4
saiha district,1299,7552316.893169428,2018,mizoram,4
solan district,2993489,3959375876.029764,2022,himachal-pradesh,1
sirmaur district,962227,1517999108.5303912,2022,himachal-pradesh,1
shimla district,4441906,7362840550.6056385,2022,himachal-pradesh,1
bilaspur district,472169,885425010.4453132,2022,himachal-pradesh,1
hamirpur district,751389,1264679768.7344947,2022,himachal-pradesh,1
una district,1164923,2030776988.6375241,2022,himachal-pradesh,1
kangra district,2261593,3907092916.0266376,2022,himachal-pradesh,1
kullu district,1100232,2108742823.1394382,2022,himachal-pradesh,1
mandi district,1201568,2151083001.502331,2022,himachal-pradesh,1
lahul and spiti district,46144,90886775.89370959,2022,himachal-pradesh,1
chamba district,544135,943937757.078062,2022,himachal-pradesh,1
kinnaur district,148405,295606863.3095263,2022,himachal-pradesh,1
solan district,3773789,4536385240.154757,2022,himachal-pradesh,2
sirmaur district,1196118,1742899000.9373982,2022,himachal-pradesh,2
shimla district,5875215,9396933042.155468,2022,himachal-pradesh,2
bilaspur district,597379,1083546519.8422945,2022,himachal-pradesh,2
hamirpur district,1002506,1538456707.4950671,2022,himachal-pradesh,2
una district,1526243,2532127305.6645803,2022,himachal-pradesh,2
kangra district,2984544,4846014285.107853,2022,himachal-pradesh,2
kullu district,1646598,3292385543.3319855,2022,himachal-pradesh,2
mandi district,1587222,2699997310.198592,2022,himachal-pradesh,2
lahul and spiti district,130570,300236415.2447329,2022,himachal-pradesh,2
chamba district,727701,1229468817.252565,2022,himachal-pradesh,2
kinnaur district,243486,510657770.8569747,2022,himachal-pradesh,2
solan district,4064523,4837968887.089856,2022,himachal-pradesh,3
sirmaur district,1266132,1769419418.4413247,2022,himachal-pradesh,3
shimla district,8892834,13349267759.063,2022,himachal-pradesh,3
bilaspur district,936750,1447420350.6150799,2022,himachal-pradesh,3
hamirpur district,934529,1398047775.1680303,2022,himachal-pradesh,3
una district,1233226,1928978517.8009784,2022,himachal-pradesh,3
kangra district,3342842,5121570350.61087,2022,himachal-pradesh,3
kullu district,1202861,2235782785.3480353,2022,himachal-pradesh,3
mandi district,1666670,2648674300.781836,2022,himachal-pradesh,3
lahul and spiti district,120500,275873974.5120233,2022,himachal-pradesh,3
chamba district,1270412,1872267055.9187663,2022,himachal-pradesh,3
kinnaur district,233589,495511513.190618,2022,himachal-pradesh,3
solan district,4436709,5065290891.534373,2022,himachal-pradesh,4
sirmaur district,1454224,1991999745.9575925,2022,himachal-pradesh,4
shimla district,9603309,14161042549.708815,2022,himachal-pradesh,4
bilaspur district,622642,1042618597.1158307,2022,himachal-pradesh,4
hamirpur district,1161191,1732021206.6974392,2022,himachal-pradesh,4
una district,1173607,1902311205.0838988,2022,himachal-pradesh,4
kangra district,4885938,7430861889.061211,2022,himachal-pradesh,4
kullu district,2047414,3429997134.811536,2022,himachal-pradesh,4
mandi district,1994054,3034367986.1615605,2022,himachal-pradesh,4
lahul and spiti district,100747,199706125.5906673,2022,himachal-pradesh,4
chamba district,831315,1292196671.856883,2022,himachal-pradesh,4
kinnaur district,243986,496929228.7937612,2022,himachal-pradesh,4
solan district,10352161,9109575772.0,2024,himachal-pradesh,1
sirmaur district,3224271,3608713118.0,2024,himachal-pradesh,1
shimla district,3971209,5165865352.0,2024,himachal-pradesh,1
bilaspur district,1447431,2010202595.0,2024,himachal-pradesh,1
hamirpur district,2271076,2926241346.0,2024,himachal-pradesh,1
una district,2319304,3333784785.0,2024,himachal-pradesh,1
kangra district,6971330,9371481434.0,2024,himachal-pradesh,1
kullu district,3370275,4865648499.0,2024,himachal-pradesh,1
mandi district,3157129,4323386327.0,2024,himachal-pradesh,1
lahul and spiti district,171826,260706430.0,2024,himachal-pradesh,1
chamba district,1804702,2255477302.0,2024,himachal-pradesh,1
kinnaur district,459847,653148379.0,2024,himachal-pradesh,1
solan district,12733155,10183496144.0,2024,himachal-pradesh,2
sirmaur district,3919434,4032411693.0,2024,himachal-pradesh,2
shimla district,5863215,7013431114.0,2024,himachal-pradesh,2
bilaspur district,1978708,2376437261.0,2024,himachal-pradesh,2
hamirpur district,2728232,3206929533.0,2024,himachal-pradesh,2
una district,2903830,3822866848.0,2024,himachal-pradesh,2
kangra district,9122406,11241671801.0,2024,himachal-pradesh,2
kullu district,5407381,8194840148.0,2024,himachal-pradesh,2
mandi district,4175444,5158069782.0,2024,himachal-pradesh,2
lahul and spiti district,428557,725045637.0,2024,himachal-pradesh,2
chamba district,2572410,2858068196.0,2024,himachal-pradesh,2
kinnaur district,751029,1036472545.0,2024,himachal-pradesh,2
solan district,6697899,6853019754.0,2023,himachal-pradesh,1
sirmaur district,2191815,2793519379.0,2023,himachal-pradesh,1
shimla district,2868345,4482667951.0,2023,himachal-pradesh,1
bilaspur district,985356,1578749319.0,2023,himachal-pradesh,1
hamirpur district,1563054,2230316339.0,2023,himachal-pradesh,1
una district,1664821,2572954200.0,2023,himachal-pradesh,1
kangra district,4812761,7112476385.0,2023,himachal-pradesh,1
kullu district,2582003,4254375692.0,2023,himachal-pradesh,1
mandi district,2270344,3447411380.0,2023,himachal-pradesh,1
lahul and spiti district,99085,162221537.0,2023,himachal-pradesh,1
chamba district,1245900,1739970763.0,2023,himachal-pradesh,1
kinnaur district,320343,513265035.0,2023,himachal-pradesh,1
solan district,8225202,7869249175.0,2023,himachal-pradesh,2
sirmaur district,2641707,3153309362.0,2023,himachal-pradesh,2
shimla district,3935607,5853300872.0,2023,himachal-pradesh,2
bilaspur district,1211407,1839856400.0,2023,himachal-pradesh,2
hamirpur district,1880638,2572731185.0,2023,himachal-pradesh,2
una district,2008731,2891172648.0,2023,himachal-pradesh,2
kangra district,6314902,8889538215.0,2023,himachal-pradesh,2
kullu district,3547410,6190891236.0,2023,himachal-pradesh,2
mandi district,2832817,4073788943.0,2023,himachal-pradesh,2
lahul and spiti district,290203,530456204.0,2023,himachal-pradesh,2
chamba district,1664604,2251880400.0,2023,himachal-pradesh,2
kinnaur district,508367,758889078.0,2023,himachal-pradesh,2
solan district,8707937,7941256441.0,2023,himachal-pradesh,3
sirmaur district,2744752,3130614016.0,2023,himachal-pradesh,3
shimla district,3828021,5695614828.0,2023,himachal-pradesh,3
bilaspur district,1205509,1721531981.0,2023,himachal-pradesh,3
hamirpur district,1947497,2534313484.0,2023,himachal-pradesh,3
una district,2080978,2949791874.0,2023,himachal-pradesh,3
kangra district,6059411,8079309385.0,2023,himachal-pradesh,3
kullu district,1830787,2790341242.0,2023,himachal-pradesh,3
mandi district,2595990,3596985973.0,2023,himachal-pradesh,3
lahul and spiti district,223282,389949271.0,2023,himachal-pradesh,3
chamba district,1564556,2167299865.0,2023,himachal-pradesh,3
kinnaur district,548334,857563277.0,2023,himachal-pradesh,3
solan district,9715897,8743026348.0,2023,himachal-pradesh,4
sirmaur district,3052172,3442311095.0,2023,himachal-pradesh,4
shimla district,4258178,5982804080.0,2023,himachal-pradesh,4
bilaspur district,1365100,1923569325.0,2023,himachal-pradesh,4
hamirpur district,2223488,2878828789.0,2023,himachal-pradesh,4
una district,2312951,3417753035.0,2023,himachal-pradesh,4
kangra district,7007451,9466521159.0,2023,himachal-pradesh,4
kullu district,3068350,4583180514.0,2023,himachal-pradesh,4
mandi district,3053172,4150722029.0,2023,himachal-pradesh,4
lahul and spiti district,228532,373006765.0,2023,himachal-pradesh,4
chamba district,1806626,2372506002.0,2023,himachal-pradesh,4
kinnaur district,559922,946017423.0,2023,himachal-pradesh,4
solan district,626201,733453989.2236599,2019,himachal-pradesh,1
sirmaur district,174812,238804557.7773369,2019,himachal-pradesh,1
shimla district,363648,708861957.1918447,2019,himachal-pradesh,1
bilaspur district,73141,109483745.6606721,2019,himachal-pradesh,1
hamirpur district,126323,189186708.125866,2019,himachal-pradesh,1
una district,151550,232335414.5268033,2019,himachal-pradesh,1
kangra district,266655,478900506.5331108,2019,himachal-pradesh,1
kullu district,92009,187262819.029819,2019,himachal-pradesh,1
mandi district,167637,287549707.5047521,2019,himachal-pradesh,1
lahul and spiti district,897,2325335.6414572285,2019,himachal-pradesh,1
chamba district,104811,170503559.13791427,2019,himachal-pradesh,1
kinnaur district,21034,42813142.63781583,2019,himachal-pradesh,1
solan district,481957,783011937.8847647,2019,himachal-pradesh,2
sirmaur district,127208,220885809.97856867,2019,himachal-pradesh,2
shimla district,807095,1698682743.2090461,2019,himachal-pradesh,2
bilaspur district,68748,128917341.52795482,2019,himachal-pradesh,2
hamirpur district,150149,270178390.1615547,2019,himachal-pradesh,2
una district,105685,189321647.9190805,2019,himachal-pradesh,2
kangra district,295433,591536934.950475,2019,himachal-pradesh,2
kullu district,129068,331174039.37828636,2019,himachal-pradesh,2
mandi district,245467,464902888.77251077,2019,himachal-pradesh,2
lahul and spiti district,1324,3494809.084068289,2019,himachal-pradesh,2
chamba district,62922,128008869.00606377,2019,himachal-pradesh,2
kinnaur district,27250,65768561.738205254,2019,himachal-pradesh,2
solan district,563580,919355818.0941985,2019,himachal-pradesh,3
sirmaur district,154972,258531496.7275585,2019,himachal-pradesh,3
shimla district,695970,1981429213.7026682,2019,himachal-pradesh,3
bilaspur district,88416,142694743.74010605,2019,himachal-pradesh,3
hamirpur district,187716,301844559.3146769,2019,himachal-pradesh,3
una district,134630,227364592.3232284,2019,himachal-pradesh,3
kangra district,373339,645470163.0699661,2019,himachal-pradesh,3
kullu district,146216,316994313.5845799,2019,himachal-pradesh,3
mandi district,262386,545822136.934624,2019,himachal-pradesh,3
lahul and spiti district,3227,6393534.6480257325,2019,himachal-pradesh,3
chamba district,87489,151224161.28503343,2019,himachal-pradesh,3
kinnaur district,37239,74894047.69871384,2019,himachal-pradesh,3
solan district,693523,1168760137.4633098,2019,himachal-pradesh,4
sirmaur district,190673,324766028.26129776,2019,himachal-pradesh,4
shimla district,900252,2553513821.2140336,2019,himachal-pradesh,4
bilaspur district,114888,204391757.70598233,2019,himachal-pradesh,4
hamirpur district,258323,429776009.8441242,2019,himachal-pradesh,4
una district,173510,293924768.3295568,2019,himachal-pradesh,4
kangra district,492277,877780658.252526,2019,himachal-pradesh,4
kullu district,204518,442222672.1025748,2019,himachal-pradesh,4
mandi district,332554,678830304.0119476,2019,himachal-pradesh,4
lahul and spiti district,4141,8457290.813101089,2019,himachal-pradesh,4
chamba district,111755,196209094.0899575,2019,himachal-pradesh,4
kinnaur district,40232,92530995.15982531,2019,himachal-pradesh,4
solan district,1415611,2334165842.866145,2021,himachal-pradesh,1
sirmaur district,451501,789668056.651283,2021,himachal-pradesh,1
shimla district,1871647,3621617004.9139824,2021,himachal-pradesh,1
bilaspur district,256578,504967322.0491564,2021,himachal-pradesh,1
hamirpur district,416499,720857278.5633022,2021,himachal-pradesh,1
una district,490374,941158055.3202168,2021,himachal-pradesh,1
kangra district,1122291,2006571077.1134858,2021,himachal-pradesh,1
kullu district,550514,1212317567.8071225,2021,himachal-pradesh,1
mandi district,659769,1258330265.8409514,2021,himachal-pradesh,1
lahul and spiti district,22364,43174794.325905874,2021,himachal-pradesh,1
chamba district,273886,510880053.0153753,2021,himachal-pradesh,1
kinnaur district,82995,176839591.02058092,2021,himachal-pradesh,1
solan district,1658067,2575741414.594649,2021,himachal-pradesh,2
sirmaur district,567339,922354065.2120935,2021,himachal-pradesh,2
shimla district,2474329,4402623043.9412,2021,himachal-pradesh,2
bilaspur district,322915,613068902.4728888,2021,himachal-pradesh,2
hamirpur district,551934,946105069.9392335,2021,himachal-pradesh,2
una district,634078,1174326754.6527784,2021,himachal-pradesh,2
kangra district,1399606,2443026330.2982035,2021,himachal-pradesh,2
kullu district,510109,966612054.811816,2021,himachal-pradesh,2
